EmployeeID,EffectiveFrom,EffectiveTo,Event,DepartmentID,Gender,JobLevelID,Status
E0022,2025-06-20,2025-06-20,Termination: Retirement,D001,F,JL5,Inactive
E0023,2022-07-22,2023-06-12,Hire,D002,M,JL5,Active
E0023,2023-06-13,2024-07-31,JobLevelChange,D002,M,JL3,Active
E0023,2024-08-01,2025-10-16,Promotion,D002,M,JL4,Active
E0023,2025-10-17,9999-12-31,DepartmentChange,D004,M,JL4,Active
E0024,2024-04-18,2024-05-21,Hire,D006,F,JL5,Active
E0024,2024-05-22,2025-06-07,DepartmentChange,D007,F,JL5,Active
E0024,2025-06-08,2025-06-08,Termination: Voluntary,D007,F,JL5,Inactive
E0025,2024-02-04,2025-06-06,Hire,D006,F,JL2,Active
E0025,2025-06-07,9999-12-31,Promotion,D006,F,JL3,Active
E0026,2021-05-20,2022-04-20,Hire,D007,F,JL2,Active
E0026,2022-04-21,2023-04-16,JobLevelChange,D007,F,JL1,Active
E0026,2023-04-17,9999-12-31,JobLevelChange,D007,F,JL5,Active
E0027,2020-04-25,2021-03-07,Hire,D009,F,JL1,Active
E0027,2021-03-08,9999-12-31,DepartmentChange,D008,F,JL1,Active
E0028,2020-07-16,2021-09-13,Hire,D001,M,JL1,Active
E0028,2021-09-14,2023-01-02,DepartmentChange,D006,M,JL1,Active
E0028,2023-01-03,2023-12-15,Promotion,D006,M,JL2,Active
E0028,2023-12-16,2025-04-16,DepartmentChange,D006,M,JL2,Active
E0028,2025-04-17,9999-12-31,DepartmentChange,D007,M,JL2,Active
E0029,2024-05-27,2025-03-09,Hire,D006,F,JL3,Active
E0029,2025-03-10,2025-09-26,DepartmentChange,D010,F,JL3,Active
E0029,2025-09-27,2025-09-27,Termination: Voluntary,D010,F,JL3,Inactive
E0030,2025-01-09,2025-06-03,Hire,D006,F,JL4,Active
E0030,2025-06-04,9999-12-31,JobLevelChange,D006,F,JL6,Active
E0031,2019-07-14,2020-02-16,Hire,D002,F,JL4,Active
E0031,2020-02-17,9999-12-31,DepartmentChange,D005,F,JL4,Active
E0032,2025-10-17,2025-11-07,Hire,D006,M,JL1,Active
E0032,2025-11-08,2025-11-08,Termination: Involuntary,D006,M,JL1,Inactive
E0033,2025-05-18,2025-08-21,Hire,D002,M,JL1,Active
E0033,2025-08-22,9999-12-31,JobLevelChange,D002,M,JL4,Active
E0034,2023-03-06,2024-08-19,Hire,D009,M,JL1,Active
E0034,2024-08-20,9999-12-31,Promotion,D009,M,JL2,Active
E0035,2019-06-23,2020-06-03,Hire,D006,F,JL4,Active
E0035,2020-06-04,9999-12-31,JobLevelChange,D006,F,JL2,Active
E0036,2021-02-24,2022-06-30,Hire,D002,F,JL1,Active
E0036,2022-07-01,2022-11-24,JobLevelChange,D002,F,JL6,Active
E0036,2022-11-25,2023-03-25,JobLevelChange,D002,F,JL2,Active
E0036,2023-03-26,9999-12-31,DepartmentChange,D009,F,JL2,Active
E0037,2023-11-21,9999-12-31,Hire,D003,M,JL1,Active
E0038,2019-08-11,2021-01-28,Hire,D002,F,JL6,Active
E0038,2021-01-29,2021-05-05,Promotion,D002,F,JL6,Active
E0038,2021-05-06,2022-08-09,JobLevelChange,D002,F,JL2,Active
E0038,2022-08-10,2024-07-24,Promotion,D002,F,JL3,Active
E0038,2024-07-25,2024-07-25,Termination: Retirement,D002,F,JL3,Inactive
E0039,2022-06-10,9999-12-31,Hire,D007,F,JL6,Active
E0040,2020-01-16,2020-12-25,Hire,D010,F,JL2,Active
E0040,2020-12-26,2021-03-07,JobLevelChange,D010,F,JL3,Active
E0040,2021-03-08,2022-03-15,Promotion,D010,F,JL4,Active
E0040,2022-03-16,2023-08-03,Promotion,D010,F,JL5,Active
E0040,2023-08-04,2023-08-04,Termination: Retirement,D010,F,JL5,Inactive
E0041,2023-04-06,9999-12-31,Hire,D003,F,JL5,Active
E0042,2024-01-09,2025-07-27,Hire,D005,F,JL5,Active
E0042,2025-07-28,2025-10-21,JobLevelChange,D005,F,JL1,Active
E0042,2025-10-22,9999-12-31,DepartmentChange,D006,F,JL1,Active
E0043,2022-04-09,2023-03-07,Hire,D003,F,JL2,Active
E0043,2023-03-08,2024-06-24,JobLevelChange,D003,F,JL1,Active
E0043,2024-06-25,2024-06-25,Termination: Involuntary,D003,F,JL1,Inactive
E0044,2024-08-04,2025-01-24,Hire,D004,M,JL6,Active
E0044,2025-01-25,2025-06-05,Promotion,D004,M,JL6,Active
E0044,2025-06-06,2025-06-06,Termination: Retirement,D004,M,JL6,Inactive
E0045,2022-03-23,2023-04-17,Hire,D003,F,JL3,Active
E0045,2023-04-18,9999-12-31,DepartmentChange,D004,F,JL3,Active
E0046,2019-05-28,2019-10-18,Hire,D007,F,JL1,Active
E0046,2019-10-19,9999-12-31,Promotion,D007,F,JL2,Active
E0047,2025-12-26,2025-12-30,Hire,D007,F,JL6,Active
E0047,2025-12-31,2025-12-31,Termination: Retirement,D007,F,JL6,Inactive
E0048,2024-05-05,2024-05-17,Hire,D001,M,JL5,Active
E0048,2024-05-18,2024-12-04,JobLevelChange,D001,M,JL1,Active
E0048,2024-12-05,2024-12-05,Termination: Involuntary,D001,M,JL1,Inactive
E0049,2024-08-14,9999-12-31,Hire,D005,M,JL1,Active
E0050,2020-10-10,2021-01-10,Hire,D001,F,JL1,Active
E0050,2021-01-11,2021-09-09,JobLevelChange,D001,F,JL1,Active
E0050,2021-09-10,2022-12-25,JobLevelChange,D001,F,JL2,Active
E0050,2022-12-26,2023-09-20,JobLevelChange,D001,F,JL3,Active
E0050,2023-09-21,2024-05-13,Promotion,D001,F,JL4,Active
E0050,2024-05-14,9999-12-31,Promotion,D001,F,JL5,Active
E0051,2023-04-17,2024-11-29,Hire,D003,M,JL3,Active
E0051,2024-11-30,2025-12-30,DepartmentChange,D006,M,JL3,Active
E0051,2025-12-31,9999-12-31,Promotion,D006,M,JL4,Active
E0052,2021-07-28,2022-11-14,Hire,D006,M,JL4,Active
E0052,2022-11-15,2023-04-11,JobLevelChange,D006,M,JL6,Active
E0052,2023-04-12,2023-04-12,Termination: Voluntary,D006,M,JL6,Inactive
E0053,2020-12-30,2022-05-07,Hire,D007,F,JL5,Active
E0053,2022-05-08,2023-05-22,DepartmentChange,D007,F,JL5,Active
E0053,2023-05-23,2024-09-13,JobLevelChange,D007,F,JL6,Active
E0053,2024-09-14,2025-11-08,DepartmentChange,D003,F,JL6,Active
E0053,2025-11-09,9999-12-31,DepartmentChange,D008,F,JL6,Active
E0054,2024-06-25,2025-02-10,Hire,D003,F,JL1,Active
E0054,2025-02-11,9999-12-31,DepartmentChange,D007,F,JL1,Active
E0055,2025-11-25,9999-12-31,Hire,D010,F,JL1,Active
E0056,2023-11-20,2025-04-11,Hire,D002,F,JL5,Active
E0056,2025-04-12,2025-08-05,Promotion,D002,F,JL6,Active
E0056,2025-08-06,9999-12-31,DepartmentChange,D010,F,JL6,Active
E0057,2024-07-24,2024-10-09,Hire,D008,M,JL6,Active
E0057,2024-10-10,2024-11-15,Promotion,D008,M,JL6,Active
E0057,2024-11-16,9999-12-31,DepartmentChange,D006,M,JL6,Active
E0058,2025-11-07,9999-12-31,Hire,D004,F,JL5,Active
E0059,2020-05-16,2020-09-18,Hire,D010,M,JL3,Active
E0059,2020-09-19,2022-02-10,DepartmentChange,D001,M,JL3,Active
E0059,2022-02-11,2023-09-03,Promotion,D001,M,JL4,Active
E0059,2023-09-04,9999-12-31,Promotion,D001,M,JL5,Active
E0060,2019-07-07,2020-01-10,Hire,D006,F,JL6,Active
E0060,2020-01-11,9999-12-31,DepartmentChange,D005,F,JL6,Active
E0061,2024-04-16,2024-09-21,Hire,D007,F,JL4,Active
E0061,2024-09-22,2024-11-30,DepartmentChange,D010,F,JL4,Active
E0061,2024-12-01,2025-03-27,JobLevelChange,D010,F,JL1,Active
E0061,2025-03-28,2025-03-28,Termination: Involuntary,D010,F,JL1,Inactive
E0062,2025-09-01,9999-12-31,Hire,D001,M,JL5,Active
E0063,2023-06-15,2023-11-26,Hire,D002,F,JL6,Active
E0063,2023-11-27,9999-12-31,DepartmentChange,D006,F,JL6,Active
E0064,2025-10-21,9999-12-31,Hire,D009,F,JL5,Active
E0065,2020-03-19,2020-11-05,Hire,D003,F,JL1,Active
E0065,2020-11-06,2021-07-11,JobLevelChange,D003,F,JL4,Active
E0065,2021-07-12,2022-09-05,Promotion,D003,F,JL5,Active
E0065,2022-09-06,2024-01-24,Promotion,D003,F,JL6,Active
E0065,2024-01-25,2025-11-26,JobLevelChange,D003,F,JL5,Active
E0065,2025-11-27,2025-11-27,Termination: Retirement,D003,F,JL5,Inactive
E0066,2024-03-18,2024-12-13,Hire,D009,F,JL1,Active
E0066,2024-12-14,2025-10-12,JobLevelChange,D009,F,JL5,Active
E0066,2025-10-13,9999-12-31,JobLevelChange,D009,F,JL1,Active
E0067,2022-02-11,2023-04-28,Hire,D001,M,JL5,Active
E0067,2023-04-29,2024-08-15,DepartmentChange,D002,M,JL5,Active
E0067,2024-08-16,2025-08-24,JobLevelChange,D002,M,JL3,Active
E0067,2025-08-25,9999-12-31,JobLevelChange,D002,M,JL2,Active
E0068,2019-08-26,2019-11-05,Hire,D009,M,JL6,Active
E0068,2019-11-06,2020-12-02,DepartmentChange,D007,M,JL6,Active
E0068,2020-12-03,2021-12-10,JobLevelChange,D007,M,JL5,Active
E0068,2021-12-11,2022-09-23,Promotion,D007,M,JL6,Active
E0068,2022-09-24,9999-12-31,Promotion,D007,M,JL6,Active
E0069,2025-02-04,9999-12-31,Hire,D005,M,JL1,Active
E0070,2025-03-23,2025-11-16,Hire,D005,M,JL3,Active
E0070,2025-11-17,9999-12-31,JobLevelChange,D005,M,JL5,Active
E0071,2020-08-11,2020-12-14,Hire,D001,F,JL5,Active
E0071,2020-12-15,2022-03-08,DepartmentChange,D003,F,JL5,Active
E0071,2022-03-09,2022-11-07,JobLevelChange,D003,F,JL2,Active
E0071,2022-11-08,2023-01-27,DepartmentChange,D001,F,JL2,Active
E0071,2023-01-28,2023-01-28,Termination: Voluntary,D001,F,JL2,Inactive
E0072,2023-03-22,9999-12-31,Hire,D006,M,JL1,Active
E0073,2024-09-24,2025-03-10,Hire,D008,F,JL1,Active
E0073,2025-03-11,2025-06-04,DepartmentChange,D001,F,JL1,Active
E0073,2025-06-05,2025-06-05,Termination: Involuntary,D001,F,JL1,Inactive
E0074,2020-11-07,9999-12-31,Hire,D004,F,JL6,Active
E0075,2021-03-28,2021-08-01,Hire,D008,F,JL5,Active
E0075,2021-08-02,2022-01-22,JobLevelChange,D008,F,JL4,Active
E0075,2022-01-23,2022-01-29,DepartmentChange,D009,F,JL4,Active
E0075,2022-01-30,2022-01-30,Termination: Involuntary,D009,F,JL4,Inactive
E0076,2020-03-26,2020-12-24,Hire,D005,F,JL5,Active
E0076,2020-12-25,2021-10-21,Promotion,D005,F,JL6,Active
E0076,2021-10-22,2022-06-02,JobLevelChange,D005,F,JL2,Active
E0076,2022-06-03,9999-12-31,Promotion,D005,F,JL3,Active
E0077,2025-01-31,2025-06-20,Hire,D001,F,JL1,Active
E0077,2025-06-21,2025-12-28,DepartmentChange,D008,F,JL1,Active
E0077,2025-12-29,2025-12-29,Termination: Voluntary,D008,F,JL1,Inactive
E0078,2024-09-12,9999-12-31,Hire,D010,M,JL2,Active
E0079,2020-10-29,2020-11-06,Hire,D003,M,JL1,Active
E0079,2020-11-07,2020-12-20,Promotion,D003,M,JL2,Active
E0079,2020-12-21,2021-04-03,DepartmentChange,D007,M,JL2,Active
E0079,2021-04-04,2021-05-11,Promotion,D007,M,JL3,Active
E0079,2021-05-12,2021-05-31,Promotion,D007,M,JL4,Active
E0079,2021-06-01,2021-06-08,JobLevelChange,D007,M,JL3,Active
E0079,2021-06-09,2021-06-09,Termination: Involuntary,D007,M,JL3,Inactive
E0080,2022-07-18,2023-05-04,Hire,D002,F,JL2,Active
E0080,2023-05-05,2023-08-19,Promotion,D002,F,JL3,Active
E0080,2023-08-20,2023-08-20,Termination: Voluntary,D002,F,JL3,Inactive
E0081,2022-11-05,2023-01-01,Hire,D001,M,JL6,Active
E0081,2023-01-02,2023-01-23,DepartmentChange,D010,M,JL6,Active
E0081,2023-01-24,2023-01-27,Promotion,D010,M,JL6,Active
E0081,2023-01-28,2023-03-19,JobLevelChange,D010,M,JL1,Active
E0081,2023-03-20,2023-05-03,DepartmentChange,D006,M,JL1,Active
E0081,2023-05-04,2023-05-04,Termination: Involuntary,D006,M,JL1,Inactive
E0082,2023-03-25,2023-08-13,Hire,D006,M,JL3,Active
E0082,2023-08-14,9999-12-31,Promotion,D006,M,JL4,Active
E0083,2021-11-26,2022-06-05,Hire,D010,M,JL6,Active
E0083,2022-06-06,2023-04-11,JobLevelChange,D010,M,JL1,Active
E0083,2023-04-12,2023-08-18,DepartmentChange,D006,M,JL1,Active
E0083,2023-08-19,2023-09-22,JobLevelChange,D006,M,JL6,Active
E0083,2023-09-23,9999-12-31,Promotion,D006,M,JL6,Active
E0084,2019-07-05,2020-04-20,Hire,D003,M,JL2,Active
E0084,2020-04-21,2020-07-03,Promotion,D003,M,JL3,Active
E0084,2020-07-04,2020-11-04,Promotion,D003,M,JL4,Active
E0084,2020-11-05,2021-03-06,JobLevelChange,D003,M,JL2,Active
E0084,2021-03-07,9999-12-31,JobLevelChange,D003,M,JL2,Active
E0085,2025-05-07,2025-06-02,Hire,D004,M,JL6,Active
E0085,2025-06-03,2025-06-03,Termination: Involuntary,D004,M,JL6,Inactive
E0086,2025-05-17,2025-09-06,Hire,D010,F,JL4,Active
E0086,2025-09-07,2025-09-07,Termination: Involuntary,D010,F,JL4,Inactive
E0087,2019-09-18,2020-11-02,Hire,D002,M,JL1,Active
E0087,2020-11-03,2020-11-03,Promotion,D002,M,JL2,Active
E0087,2020-11-04,2020-11-11,JobLevelChange,D002,M,JL2,Active
E0087,2020-11-12,2020-11-21,DepartmentChange,D001,M,JL2,Active
E0087,2020-11-22,2020-11-27,DepartmentChange,D005,M,JL2,Active
E0087,2020-11-28,2020-11-28,Termination: Retirement,D005,M,JL2,Inactive
E0088,2021-11-08,2021-11-23,Hire,D009,M,JL1,Active
E0088,2021-11-24,2022-01-06,Promotion,D009,M,JL2,Active
E0088,2022-01-07,2022-03-27,DepartmentChange,D002,M,JL2,Active
E0088,2022-03-28,2022-04-02,DepartmentChange,D008,M,JL2,Active
E0088,2022-04-03,2022-04-03,Termination: Retirement,D008,M,JL2,Inactive
E0089,2020-04-16,2020-08-22,Hire,D002,F,JL6,Active
E0089,2020-08-23,2025-09-19,Promotion,D002,F,JL6,Active
E0089,2025-09-20,2025-09-20,Termination: Retirement,D002,F,JL6,Inactive
E0090,2021-08-21,2021-11-01,Hire,D010,F,JL2,Active
E0090,2021-11-02,2022-07-19,Promotion,D010,F,JL3,Active
E0090,2022-07-20,2023-07-10,Promotion,D010,F,JL4,Active
E0090,2023-07-11,2024-09-15,JobLevelChange,D010,F,JL6,Active
E0090,2024-09-16,2025-02-21,Promotion,D010,F,JL6,Active
E0090,2025-02-22,9999-12-31,Promotion,D010,F,JL6,Active
E0091,2019-07-23,2020-04-01,Hire,D006,M,JL5,Active
E0091,2020-04-02,2021-10-23,Promotion,D006,M,JL6,Active
E0091,2021-10-24,2023-03-29,DepartmentChange,D010,M,JL6,Active
E0091,2023-03-30,2023-06-10,JobLevelChange,D010,M,JL3,Active
E0091,2023-06-11,9999-12-31,JobLevelChange,D010,M,JL4,Active
E0092,2019-10-26,2021-05-03,Hire,D008,F,JL4,Active
E0092,2021-05-04,2021-05-26,DepartmentChange,D007,F,JL4,Active
E0092,2021-05-27,2021-08-31,Promotion,D007,F,JL5,Active
E0092,2021-09-01,2022-02-08,JobLevelChange,D007,F,JL5,Active
E0092,2022-02-09,2022-02-09,Termination: Voluntary,D007,F,JL5,Inactive
E0093,2022-10-20,2023-08-06,Hire,D005,M,JL2,Active
E0093,2023-08-07,2025-02-03,Promotion,D005,M,JL3,Active
E0093,2025-02-04,2025-11-08,DepartmentChange,D003,M,JL3,Active
E0093,2025-11-09,9999-12-31,DepartmentChange,D006,M,JL3,Active
E0094,2019-06-28,2019-08-24,Hire,D003,F,JL1,Active
E0094,2019-08-25,2021-03-25,Promotion,D003,F,JL2,Active
E0094,2021-03-26,2023-01-18,JobLevelChange,D003,F,JL3,Active
E0094,2023-01-19,2023-01-19,Termination: Involuntary,D003,F,JL3,Inactive
E0095,2019-10-08,2020-09-13,Hire,D004,M,JL4,Active
E0095,2020-09-14,2021-05-25,DepartmentChange,D008,M,JL4,Active
E0095,2021-05-26,2022-11-11,JobLevelChange,D008,M,JL1,Active
E0095,2022-11-12,2023-06-08,Promotion,D008,M,JL2,Active
E0095,2023-06-09,9999-12-31,Promotion,D008,M,JL3,Active
E0096,2020-07-16,2021-10-01,Hire,D006,F,JL2,Active
E0096,2021-10-02,2023-01-29,Promotion,D006,F,JL3,Active
E0096,2023-01-30,2024-03-30,Promotion,D006,F,JL4,Active
E0096,2024-03-31,9999-12-31,Promotion,D006,F,JL5,Active
E0097,2021-08-18,2022-06-08,Hire,D009,M,JL3,Active
E0097,2022-06-09,2023-02-23,JobLevelChange,D009,M,JL1,Active
E0097,2023-02-24,9999-12-31,DepartmentChange,D002,M,JL1,Active
E0098,2022-03-10,2023-02-24,Hire,D001,M,JL3,Active
E0098,2023-02-25,2023-02-25,Termination: Involuntary,D001,M,JL3,Inactive
E0099,2021-03-15,2021-04-16,Hire,D006,M,JL5,Active
E0099,2021-04-17,2021-05-19,DepartmentChange,D007,M,JL5,Active
E0099,2021-05-20,2021-05-26,JobLevelChange,D007,M,JL6,Active
E0099,2021-05-27,2021-06-19,DepartmentChange,D007,M,JL6,Active
E0099,2021-06-20,2021-07-06,DepartmentChange,D002,M,JL6,Active
E0099,2021-07-07,2021-07-20,DepartmentChange,D010,M,JL6,Active
E0099,2021-07-21,2021-07-21,Termination: Retirement,D010,M,JL6,Inactive
E0100,2025-12-12,2025-12-16,Hire,D009,F,JL1,Active
E0100,2025-12-17,2025-12-17,Termination: Retirement,D009,F,JL1,Inactive
E0101,2025-09-09,2025-11-08,Hire,D004,F,JL4,Active
E0101,2025-11-09,2025-11-09,Termination: Involuntary,D004,F,JL4,Inactive
E0102,2022-06-06,2022-07-05,Hire,D002,F,JL1,Active
E0102,2022-07-06,2023-12-13,Promotion,D002,F,JL2,Active
E0102,2023-12-14,9999-12-31,DepartmentChange,D008,F,JL2,Active
E0103,2020-06-26,2020-12-04,Hire,D010,M,JL6,Active
E0103,2020-12-05,2022-05-03,DepartmentChange,D003,M,JL6,Active
E0103,2022-05-04,2023-09-12,Promotion,D003,M,JL6,Active
E0103,2023-09-13,9999-12-31,DepartmentChange,D008,M,JL6,Active
E0104,2024-07-07,2025-09-19,Hire,D007,M,JL6,Active
E0104,2025-09-20,9999-12-31,DepartmentChange,D001,M,JL6,Active
E0105,2019-07-27,2019-09-21,Hire,D001,F,JL2,Active
E0105,2019-09-22,2021-04-07,DepartmentChange,D001,F,JL2,Active
E0105,2021-04-08,2022-10-01,JobLevelChange,D001,F,JL5,Active
E0105,2022-10-02,9999-12-31,JobLevelChange,D001,F,JL3,Active
E0106,2019-01-24,9999-12-31,Hire,D001,F,JL1,Active
E0107,2023-01-19,2024-01-01,Hire,D003,M,JL2,Active
E0107,2024-01-02,9999-12-31,DepartmentChange,D004,M,JL2,Active
E0108,2022-05-15,2023-11-14,Hire,D002,M,JL1,Active
E0108,2023-11-15,9999-12-31,JobLevelChange,D002,M,JL2,Active
E0109,2024-12-03,9999-12-31,Hire,D007,M,JL3,Active
E0110,2025-11-17,9999-12-31,Hire,D006,F,JL2,Active
E0111,2025-04-19,2025-08-23,Hire,D001,M,JL4,Active
E0111,2025-08-24,9999-12-31,Promotion,D001,M,JL5,Active
E0112,2025-01-14,2025-03-02,Hire,D001,M,JL1,Active
E0112,2025-03-03,9999-12-31,Promotion,D001,M,JL2,Active
E0113,2022-02-18,2022-03-28,Hire,D001,F,JL1,Active
E0113,2022-03-29,2022-04-15,DepartmentChange,D005,F,JL1,Active
E0113,2022-04-16,2022-04-16,Termination: Retirement,D005,F,JL1,Inactive
E0114,2021-08-03,9999-12-31,Hire,D009,F,JL1,Active
E0115,2019-03-22,2019-08-20,Hire,D009,F,JL3,Active
E0115,2019-08-21,2020-03-17,DepartmentChange,D003,F,JL3,Active
E0115,2020-03-18,2021-06-16,DepartmentChange,D006,F,JL3,Active
E0115,2021-06-17,2022-08-04,Promotion,D006,F,JL4,Active
E0115,2022-08-05,2023-06-18,DepartmentChange,D005,F,JL4,Active
E0115,2023-06-19,9999-12-31,DepartmentChange,D007,F,JL4,Active
E0116,2022-10-14,2023-02-09,Hire,D006,M,JL5,Active
E0116,2023-02-10,9999-12-31,DepartmentChange,D006,M,JL5,Active
E0117,2021-06-08,2022-09-26,Hire,D009,M,JL3,Active
E0117,2022-09-27,2022-12-25,DepartmentChange,D008,M,JL3,Active
E0117,2022-12-26,2023-07-08,Promotion,D008,M,JL4,Active
E0117,2023-07-09,2024-12-23,JobLevelChange,D008,M,JL6,Active
E0117,2024-12-24,9999-12-31,JobLevelChange,D008,M,JL6,Active
E0118,2019-08-02,2020-02-20,Hire,D003,F,JL4,Active
E0118,2020-02-21,2020-06-05,JobLevelChange,D003,F,JL3,Active
E0118,2020-06-06,2020-11-01,Promotion,D003,F,JL4,Active
E0118,2020-11-02,2020-12-13,JobLevelChange,D003,F,JL6,Active
E0118,2020-12-14,2020-12-14,Termination: Retirement,D003,F,JL6,Inactive
E0119,2023-06-11,2023-10-25,Hire,D010,M,JL5,Active
E0119,2023-10-26,2023-10-29,Promotion,D010,M,JL6,Active
E0119,2023-10-30,2023-12-30,Promotion,D010,M,JL6,Active
E0119,2023-12-31,2024-03-02,Promotion,D010,M,JL6,Active
E0119,2024-03-03,2024-03-03,Termination: Involuntary,D010,M,JL6,Inactive
E0120,2019-09-30,9999-12-31,Hire,D001,M,JL5,Active
E0121,2025-04-01,2025-11-29,Hire,D004,F,JL2,Active
E0121,2025-11-30,9999-12-31,JobLevelChange,D004,F,JL4,Active
E0122,2020-09-21,2021-05-24,Hire,D005,F,JL3,Active
E0122,2021-05-25,2021-09-24,Promotion,D005,F,JL4,Active
E0122,2021-09-25,2023-09-05,DepartmentChange,D007,F,JL4,Active
E0122,2023-09-06,2023-09-06,Termination: Involuntary,D007,F,JL4,Inactive
E0123,2025-05-21,9999-12-31,Hire,D002,F,JL4,Active
E0124,2020-08-03,2021-10-04,Hire,D004,F,JL4,Active
E0124,2021-10-05,2022-11-20,Promotion,D004,F,JL5,Active
E0124,2022-11-21,9999-12-31,DepartmentChange,D002,F,JL5,Active
E0125,2019-09-26,2021-03-20,Hire,D006,M,JL2,Active
E0125,2021-03-21,9999-12-31,DepartmentChange,D007,M,JL2,Active
E0126,2025-01-13,2025-03-14,Hire,D003,M,JL3,Active
E0126,2025-03-15,9999-12-31,Promotion,D003,M,JL4,Active
E0127,2025-05-19,9999-12-31,Hire,D002,F,JL2,Active
E0128,2025-08-13,9999-12-31,Hire,D004,F,JL5,Active
E0129,2025-07-09,2025-11-07,Hire,D004,M,JL2,Active
E0129,2025-11-08,9999-12-31,JobLevelChange,D004,M,JL2,Active
E0130,2020-06-13,2020-10-11,Hire,D008,M,JL3,Active
